name_pub,street_name,postcode,latitude,longitude,borough
Sidcup And Footscray United Services Club,"108 Main Road, Sidcup, Kent",DA14 6NG,51.426168,0.098494,Bexley
Sidcup Place Brewers Fayre,"Sidcup Place, Chislehurst Road, Sidcup, Kent",DA14 6BN,51.423552,0.100417,Bexley
Sidcup Recreation Club,"Church Avenue, Sidcup, Kent",DA14 6BU,51.42357,0.105927,Bexley
Sidcup Sports Club Catering,"Sidcup Sports Club, Sydney Road, Sidcup, Kent",DA14 6RA,51.425652,0.091638,Bexley
Sidcup Working Men's Social Club And Institute,"169 Main Road, Sidcup, Kent",DA14 6PD,51.428104,0.092814,Bexley
Slade Green Railway Club,"British Rail Staff Association, Forest Road, Erith, Kent",DA8 2NX,51.467851,0.190338,Bexley
Sporting Club Thamesmead,"30 Bayliss Avenue, Thamesmead, London",SE28 8NJ,51.507002,0.128059,Bexley
The Albany Hotel,"Steynton Avenue, Bexley, Kent",DA5 3HN,51.436297,0.12772,Bexley
The Alma,"10 Alma Road, Sidcup, Kent",DA14 4EA,51.432152,0.103286,Bexley
The Anchor,"Bridgen Road, Bexley, Kent",DA5 1JE,51.445288,0.133809,Bexley
The Belvedere Hotel,"2 Picardy Road, Belvedere, Kent",DA17 5QH,51.489354,0.150472,Bexley
The Brewers Arms,"22 Brook Street, Erith, Kent",DA8 1JQ,51.472291,0.15998,Bexley
The Broken Drum,"308 Westwood Lane, Sidcup, Kent",DA15 9PT,51.45174,0.103178,Bexley
The Charcoal Burner,"Main Road, Sidcup, Kent",DA14 6QL,51.43055,0.085747,Bexley
The Charlotte,"38-40 Station Road, Crayford, Kent",DA1 3QG,51.447426,0.180322,Bexley
The Coach House Public House,"40 Watling Street, Bexleyheath, Kent",DA6 7QG,51.455068,0.15469,Bexley
The Door Hinge,"11 Welling High Street, Welling, Kent",DA16 1TR,51.462083,0.112623,Bexley
The Duchess Of Kent,"143 Brook Street, Erith, Kent",DA8 1JE,51.473701,0.156605,Bexley
The Duke Of Northumberland,"322 Bexley Road, Erith, Kent",DA8 3HB,51.472571,0.161836,Bexley
The Dukes Head,"53 Crayford High Street, Crayford, Kent",DA1 4EJ,51.453466,0.176177,Bexley
The Eardley Arms,"44 Woolwich Road, Belvedere, Kent",DA17 5EN,51.484019,0.140758,Bexley
The Foresters Arms,"Upper Wickham Lane, Welling, Kent",DA16 3ER,51.474722,0.10942,Bexley
The Fox,"79 Nuxley Road, Belvedere, Kent",DA17 5JU,51.481067,0.144336,Bexley
The Furze Wren,"1 Mayplace Road West, Bexleyheath, Kent",DA7 4JB,51.456913,0.147724,Bexley
The George,"74 Bexley High Street, Bexley, Kent",DA5 1AJ,51.441573,0.150055,Bexley
The Great Harry,"Parsonage Manorway, Belvedere, Kent",DA17 6LZ,51.477532,0.148332,Bexley
The Green Man Public House & Sunset Restaurant,"168 Wickham Street, Welling, Kent",DA16 3NL,51.466911,0.092156,Bexley
The Iron Horse,"122 Station Road, Sidcup, Kent",DA15 7AB,51.434782,0.102544,Bexley
The Kings Head,"65 Bexley High Street, Bexley, Kent",DA5 1AA,51.441791,0.149978,Bexley
The Millers Arms Public House,"81 Bexley High Street, Bexley, Kent",DA5 1JX,51.441011,0.151769,Bexley
The Morgan,"Clydesdale Way, Belvedere, Kent",DA17 6FD,51.49694,0.15652,Bexley
The Penny Farthing,"3 Waterside, Crayford, Dartford, Kent",DA1 4JJ,51.452308,0.178439,Bexley
The Railway Tavern,"38 Bexley High Street, Bexley, Kent",DA5 1AH,51.441365,0.149138,Bexley
The Red Barn,"Barnehurst Road, Bexleyheath, Kent",DA7 6HG,51.465712,0.158287,Bexley
The Seven Stars Public House,"Foots Cray High Street, Sidcup, Kent",DA14 5HJ,51.418592,0.118671,Bexley
The Ship,"110 West Street, Erith, Kent",DA8 1AN,51.485544,0.171784,Bexley
The Sportsman,"35 Moat Lane, Erith, Kent",DA8 2NG,51.467576,0.192067,Bexley
The Tailor's Chalk,"47-49 Sidcup High Street, Sidcup, Kent",DA14 6ED,51.426228,0.103633,Bexley
The Three Blackbirds Public House,"118 Blendon Road, Bexley, Kent",DA5 1BX,51.448238,0.122375,Bexley
The Victoria,"2 Victoria Street, Belvedere, Kent",DA17 5LN,51.48219,0.141926,Bexley
The Volunteer Public House,"46 Church Road, Bexleyheath, Kent",DA7 4DQ,51.460359,0.13778,Bexley
The Wrong' Un,"234-236 Broadway, Bexleyheath, Kent",DA6 8AS,51.45785,0.137274,Bexley
The Yacht,"167 Long Lane, Bexleyheath, Kent",DA7 5AE,51.465943,0.145686,Bexley
Toby Carvery,"The Crook Log Public House, Crook Log, Bexleyheath, Kent",DA6 8EQ,51.459156,0.126293,Bexley
Travellers Home Public House,"Long Lane, Bexleyheath, Kent",DA7 5AR,51.462565,0.151919,Bexley
VCD Athletic Club,"Old Road, Crayford, Kent",DA1 4DN,51.454544,0.17037,Bexley
Village Inn,"104 Nuxley Road, Belvedere, Kent",DA17 5LD,51.480014,0.143394,Bexley
We Anchor In Hope (John Barras),"320 Bellegrove Road, Welling, Kent",DA16 3RW,51.466332,0.085291,Bexley
Welling Snooker And Pool Club,"Ground & First Floor, 52 - 54 Bellegrove Road, Welling, Kent",DA16 3PY,51.463224,0.104196,Bexley
Westwood Masonic Centre,"168 Bellegrove Road, Welling, Kent",DA16 3RD,51.464567,0.096008,Bexley
White Cross Inn,"146 North Cray Road, Sidcup, Kent",DA14 5EL,51.430269,0.138763,Bexley
William Camden Public House,"Avenue Road, Bexleyheath, Kent",DA7 4EQ,51.462212,0.13182,Bexley
Ye Olde Black Horse,"43 Halfway Street, Sidcup, Kent",DA15 8LH,51.437177,0.098366,Bexley
A Pousada,"A Pousada, 109 High Street, London",NW10 4TS,51.536066,-0.244582,Brent
Angies,"11A-13A Walm Lane, London",NW2 5SJ,51.547993,-0.223887,Brent
Angie's,"127 High Street, London",NW10 4TR,51.53544,-0.243568,Brent
Arista Bar,"232 Church Lane, London",NW9 8SN,51.573049,-0.261903,Brent
Ask Lounge (Ask UK Limited),"The Heather Park Hotel, Heather Park Drive, Wembley",HA0 1SN,51.543401,-0.284535,Brent
Bar Lula's,"50 High Road, London",NW10 2QA,51.547495,-0.227815,Brent
Barretts,"239 Cricklewood Broadway, London",NW2 3HP,51.558001,-0.21728,Brent
Black Horse,"1018 Harrow Road, Wembley",HA0 2QP,51.560514,-0.329407,Brent
Black Leaf,"163 Edgware Road, Kingsbury, London",NW9 6LL,51.585843,-0.250271,Brent
Blue Ginger,"383 Kenton Road, Harrow",HA3 0XS,51.586781,-0.305045,Brent
Brent Tavern,"4 Gladstone Parade, Edgware Road, Cricklewood, London",NW2 6JS,51.563851,-0.223544,Brent
Carlton Lounge,"232-234 Kingsbury Road, London",NW9 0BH,51.583452,-0.26305,Brent
Club 182,"182-184 Preston Road, Wembley",HA9 8PA,51.570389,-0.294529,Brent
Club Marina,"244-246 Kingsbury Road, London",NW9 0BG,51.583781,-0.264005,Brent
Crystal Sport Bar - Crystal Aqua,"Crystal Sport Bar - Crystal Aqua (Ground Floor), 1 Pop In Commercial Centre, South Way, Wembley",HA9 0HB,51.555121,-0.275526,Brent
Crystals Bar & Restaurant,"Community Centre, Crystal House, 2 Agate Close, London",NW10 7FJ,51.532713,-0.285398,Brent
Earl Derby,"155 Kilburn High Road, London",NW6 7HU,51.540701,-0.196787,Brent
Erin's Hope,"189 Edgware Road, Kingsbury, London",NW9 6LP,51.587148,-0.251592,Brent
Falcon Public House,"341 Kilburn Lane, Maida Hill, London",W9 3EG,51.533105,-0.205752,Brent
First Class Sports Bar,"125 Wembley Park Drive, Wembley",HA9 8HQ,51.562186,-0.281448,Brent
Fizz Sports Bar,"217 Kenton Road, Harrow",HA3 0HD,51.583345,-0.314338,Brent
Flannery's Bar,"610-612 High Road, Wembley",HA0 2AF,51.552204,-0.299883,Brent
Flyer's Last Stand,"45 Blackbird Hill, London",NW9 8RS,51.564678,-0.262583,Brent
Flynns,"117 High Road, London",NW10 2SL,51.546919,-0.230116,Brent
George Public House,"George, Church Lane, London",NW9 8SN,51.573049,-0.261903,Brent
Grand Junction Arms Public House,"Grand Junction Arms, Acton Lane, London",NW10 7AD,51.534461,-0.260605,Brent
Green Man Hotel,"Green Man Hotel, Dagmar Avenue, Wembley",HA9 8DF,51.557025,-0.289446,Brent
Greenes,"362-364 Neasden Lane North, London",NW10 0BT,51.561368,-0.254644,Brent
Harlesden Picture Palace,"26 Manor Park Road, London",NW10 4JJ,51.53696,-0.245989,Brent
Heritage Inn,"301 Cricklewood Broadway, London",NW2 6PG,51.560005,-0.219596,Brent
J J Moons,"397 High Road, Wembley",HA9 6AA,51.553433,-0.29225,Brent
J J Moons,"553 Kingsbury Road, London",NW9 9EL,51.584598,-0.280415,Brent
Jet Set,"252 High Street, London",NW10 4TD,51.53317,-0.240915,Brent
JJ's Wine Bar,"1 Craven Park Road, London",NW10 8SE,51.538161,-0.249995,Brent
JoNo's,"458 Church Lane, London",NW9 8UA,51.581193,-0.262343,Brent
Katie's,"350 Neasden Lane, London",NW10 0AD,51.560156,-0.251142,Brent
Lost Rivers Taprooms,"67B London Designer Outlet, Wembley Park Boulevard, Wembley",HA9 0FD,51.556776,-0.284175,Brent
Maggies Bar,"102 Chamberlayne Road, London",NW10 3JN,51.534886,-0.219985,Brent
Maloney's,"429 High Road, London",NW10 2JN,51.548954,-0.242268,Brent
Masons Arms,"665 Harrow Road, London",NW10 5NU,51.530042,-0.227311,Brent
McDonaghs Bar,"2-4 Slough Lane, London",NW9 8QL,51.578773,-0.26346,Brent
McGlynn's Bar,"70 Willesden Lane, Kilburn, London",NW6 7SX,51.541185,-0.200805,Brent
McGoverns,"147 Cricklewood Broadway, London",NW2 3HY,51.556003,-0.214834,Brent
McGoverns,"60 High Road, London",NW10 2PU,51.547374,-0.2287,Brent
McGowans,"225-227 Edgware Road, Kingsbury, London",NW9 6LU,51.588399,-0.252858,Brent
McGowan's,"88 Walm Lane, London",NW2 4QY,51.5487,-0.221278,Brent
Metro Bar,"238-240 Neasden Lane, London",NW10 0AA,51.559121,-0.24932,Brent
Moonbay Bar & Restaurant,"1-2 Court Parade, East Lane, Wembley",HA0 3HY,51.562171,-0.318887,Brent
No 8,"305 High Road, London",NW10 2JT,51.548698,-0.239004,Brent
North London Tavern,"375 Kilburn High Road, London",NW6 7QB,51.545135,-0.202135,Brent
Parlour,"5 Regent Street, London",NW10 5LG,51.528685,-0.216638,Brent
Powerleague (Wembley),"Powerleague (Wembley), Olympic Way, Wembley",HA9 0WS,51.556711,-0.279678,Brent
Power's Bar,"23 Hay Lane, London",NW9 0NH,51.588294,-0.263371,Brent
Preston Public House,"161 Preston Road, Wembley",HA9 8NG,51.5697,-0.295363,Brent
Prince Of Wales,"97-101 Willesden Lane, Kilburn, London",NW6 7SD,51.5406,-0.203698,Brent
Prince of Wales Public House,"11 Cambridge Gardens, London",NW6 5AE,51.534088,-0.194207,Brent
Rickshaw London,"210 Preston Road, Wembley",HA9 8PB,51.571145,-0.294544,Brent
Rising Sun,"25 Harlesden Road, London",NW10 2BY,51.545382,-0.230176,Brent
Royal British Legion (West Kilburn) Ltd,"15 Peel Precinct, London",NW6 5RE,51.532924,-0.199228,Brent
Royal Oak,"95 High Street, London",NW10 4TS,51.536066,-0.244582,Brent
Ruby Lounge,"Ruby Lounge (Mezzanine Floor), 1 Pop In Commercial Centre, South Way, Wembley",HA9 0HB,51.555121,-0.275526,Brent
Sals Bar,"249 Neasden Lane, London",NW10 1QG,51.559468,-0.250274,Brent
Sapphire Banqueting,"Sapphire Banqueting (First Floor), 1 Pop In Commercial Centre, South Way, Wembley",HA9 0HB,51.555121,-0.275526,Brent
Sportsman's,"58 Station Road, London",NW10 4UA,51.533812,-0.247783,Brent
Student Union,"University Of Westminster, Watford Road, Harrow",HA1 3TP,51.57762,-0.32458,Brent
Sugar & Spice Lounge,"12-13 Queensbury Station Parade, Edgware",HA8 5NR,51.594056,-0.284576,Brent
The Arch Wembley,"324 Harrow Road, Wembley",HA9 6LL,51.552866,-0.284828,Brent
The Betsy Smith,"77 Kilburn High Road, London",NW6 6HY,51.537428,-0.193282,Brent
The Boat,"346 Ealing Road, Wembley",HA0 1BH,51.537767,-0.299628,Brent
The Burren,"174 Church Road, London",NW10 9NH,51.547129,-0.25017,Brent
The Chamberlayne,"83 Chamberlayne Road, London",NW10 3ND,51.533875,-0.21854,Brent
The Cock Tavern,"125 Kilburn High Road, London",NW6 6JH,51.53881,-0.194857,Brent
The Copper Jug,"10 The Broadway, Wembley",HA9 8JU,51.562489,-0.292343,Brent
The Corner House,"313 Harrow Road, Wembley",HA9 6BA,51.553065,-0.286162,Brent
The Cricklewood Club,"327 Edgware Road, Cricklewood, London",NW2 6JP,51.562308,-0.222017,Brent
The Crock of Gold,"23 Bridge Road, Wembley",HA9 9AB,51.564463,-0.27787,Brent
The Fleaoh,"278 Preston Road, Harrow",HA3 0QA,51.57302,-0.294286,Brent
The Forum Bar,"University Of Westminster, Watford Road, Harrow",HA1 3TP,51.57762,-0.32458,Brent
The Fusilier,"The Fusilier, Harrow Road, Wembley",HA0 2HA,51.551547,-0.31048,Brent
The Good Ship,"289 Kilburn High Road, London",NW6 7JR,51.543681,-0.200563,Brent
The Green Man,"The Green Man, Slough Lane, London",NW9 8YG,51.583472,-0.267438,Brent
The Island Bar & Dining,"123 College Road, London",NW10 5HA,51.535301,-0.226616,Brent
The Kingdom,"229 Kilburn High Road, London",NW6 7JG,51.542113,-0.198577,Brent
The Liquor Station,"397A High Road, Wembley",HA9 6AA,51.553433,-0.29225,Brent
The Nest,"104-106 Windermere Avenue, Wembley",HA9 8RB,51.571054,-0.308155,Brent
The New Inn,"19 Burnt Oak Broadway, Edgware",HA8 5LD,51.599136,-0.266192,Brent
The Paradise,"19 Kilburn Lane, North Kensington, London",W10 4AE,51.529066,-0.216277,Brent
The Parish Freehouse,"120 Wembley Park Drive, Wembley",HA9 8HP,51.56176,-0.283036,Brent
The Queensbury,"110A Walm Lane, London",NW2 4RS,51.549361,-0.220401,Brent
The Roisin,"1 Fryent Way, London",NW9 9ER,51.584451,-0.280853,Brent
The Salusbury,"50-52 Salusbury Road, London",NW6 6NN,51.535556,-0.205497,Brent
The Shanakee,"253 Edgware Road, Kingsbury, London",NW9 6LU,51.588399,-0.252858,Brent
The Shawl,"25 High Street, London",NW10 4NE,51.536488,-0.24755,Brent
The Swan,"789 Harrow Road, Wembley",HA0 2LP,51.555779,-0.317117,Brent
The Torch,"1-5 Bridge Road, Wembley",HA9 9AB,51.564463,-0.27787,Brent
The Wembley Tavern,"121 Wembley Park Drive, Wembley",HA9 8HG,51.562085,-0.282505,Brent
The Whippet Inn,"64-66 Chamberlayne Road, London",NW10 3JJ,51.532349,-0.218124,Brent
The Windermere,"Windermere, Windermere Avenue, Wembley",HA9 8QT,51.56914,-0.306365,Brent
The Windmill,"57 Cricklewood Broadway, London",NW2 3JX,51.553129,-0.211542,Brent
Thirsty Eddies,"412 High Road, Wembley",HA9 6AH,51.553814,-0.291918,Brent
Tonys Freehouse,"356-360 High Road, London",NW10 2EG,51.548931,-0.241361,Brent
Villa Country Club,"75 Park Parade, London",NW10 4HT,51.536399,-0.244583,Brent
William IV,"786 Harrow Road, London",NW10 5JX,51.528998,-0.218932,Brent
Wishing Well,"Wishing Well, Church Lane, London",NW9 8JS,51.573679,-0.262543,Brent
Chippenham Public House,"207 Shirland Road, London",W9 2EX,51.527798,-0.196849,Brent
Anerley Arms,"2 Ridsdale Road, Penge, London",SE20 8AB,51.413381,-0.066235,Bromley
Bannatyne's Health Club,"Bannatynes Health Club, 35 Marvels Lane, Grove Park, London",SE12 9PN,51.435644,0.025492,Bromley
Barrel & Horn,"204 High Street, Bromley",BR1 1PW,51.40598,0.013354,Bromley
Beccehamians Rugby Football Club,"Old Beccehamian Rugby Football Club, Sparrows Den Sports Ground, Corkscrew Hill, West Wickham",BR4 9BB,51.369569,-0.006705,Bromley
Beckenham Cricket Club,"19 Foxgrove Road, Beckenham",BR3 5AS,51.413371,-0.021971,Bromley
Beckenham Rugby Football Club,"Balmoral Avenue, Beckenham",BR3 3RD,51.397172,-0.039978,Bromley
Beckenham Social Club,"89 - 91 Churchfields Road, Beckenham",BR3 4QQ,51.407492,-0.044066,Bromley
Beckenham Town Football Club,"Eden Park Avenue, Beckenham",BR3 3JL,51.392659,-0.027752,Bromley
Bibas Night Club,"29A Widmore Road, Bromley",BR1 1RW,51.406269,0.016904,Bromley
Bickley And Widmore Working Men's Club,"Bickley And Widmore Working Mens Cl, Tylney Road, Bromley",BR1 2SH,51.401832,0.035299,Bromley
Bickley Park Cricket Club,"Bickley Park Road, Bickley, Bromley",BR1 2AS,51.401778,0.046669,Bromley
Biggin Hill Social And Sports Club,"138 - 140 Main Road, Biggin Hill",TN16 3BA,51.310252,0.03562,Bromley
Bird In Hand,"62 Gravel Road, Bromley",BR2 8PF,51.374393,0.042631,Bromley
Black Horse,"The Black Horse, 123 Main Road, Biggin Hill",TN16 3AY,51.31147,0.034339,Bromley
Black Horse,"The Black Horse, 318 Crofton Road, Orpington",BR6 8NW,51.368257,0.056682,Bromley
Blackheath  & Bromley Harriers,"56 Bourne Way, Hayes, Bromley",BR2 7EY,51.376118,0.006857,Bromley
Blacksmiths Arms,"Cudham Lane South, Cudham, Sevenoaks",TN14 7QB,51.317833,0.074029,Bromley
Bricklayers Arms,"141 - 143 Masons Hill, Bromley",BR2 9HW,51.396286,0.024817,Bromley
Bridge House Tavern,"2 High Street, Penge, London",SE20 8RZ,51.418073,-0.060658,Bromley
Bromley Bowling Club,"77A Plaistow Lane, Bromley",BR1 3JF,51.413138,0.025332,Bromley
Bromley Cricket Club,"Plaistow Lane, Bromley",BR1 3AS,51.408453,0.029496,Bromley
Bromley Golf Centre,"Magpie Hall Lane, Bromley",BR2 8JF,51.383166,0.043941,Bromley
Bromley Indoor Bowls Centre,"Bodmin Close, Orpington",BR5 4LX,51.376585,0.112234,Bromley
Bromley Labour Club,"H G Wells Centre, St Marks Road, Bromley",BR2 9HG,51.399369,0.018628,Bromley
Bromley Lawn Tennis And Squash Club,"Sandford Road, Bromley",BR2 9AN,51.395368,0.017532,Bromley
Bromley Staff Social Club,"Bromley Civic Centre, Stockwell Close, Bromley",BR1 3UH,51.403889,0.020365,Bromley
Bromley Tennis Centre,"Newstead Wood School For Girls, Avebury Road, Orpington",BR6 9SA,51.367533,0.076834,Bromley
Bromley Town Football Club,"Bromley Football Club, Hayes Lane, Hayes, Bromley",BR2 9EF,51.391103,0.017674,Bromley
Bulls Head,"Rushmore Hill, Orpington",BR6 7NQ,51.340155,0.111736,Bromley
Bulls Head Hotel,"Royal Parade, Chislehurst",BR7 6NR,51.411598,0.075336,Bromley
Centymca Sports Ground,"London Marathon Sports Ground, Grove Park Road, Mottingham, London",SE9 4QE,51.434816,0.039541,Bromley
Change Of Horses,"87 High Street, Farnborough, Orpington",BR6 7BB,51.359538,0.067682,Bromley
Chatterton Arms,"41 Chatterton Road, Bromley",BR2 9QW,51.393355,0.035109,Bromley
Chelsfield Lakes Golf Centre,"Court Road, Orpington",BR6 9BX,51.361675,0.115742,Bromley
Cherry Lodge Golf Club - Four Seasons Cuisine,"Cherry Lodge Golf Club, Jail Lane, Biggin Hill",TN16 3AX,51.314871,0.052284,Bromley
Chislehurst Golf Club - Four Seasons Cuisine,"Camden Place, Camden Park Road, Chislehurst",BR7 5HJ,51.411234,0.065383,Bromley
Chislehurst Sports And Country Club,"Elmstead Lane, Chislehurst",BR7 5EL,51.422174,0.049248,Bromley
Churchill Theatre,"High Street, Bromley",BR1 1HA,51.403776,0.014436,Bromley
Club Langley,"Langley Park Sports And Social Club, Hawksbrook Lane, Beckenham",BR3 3SR,51.388578,-0.022523,Bromley
Coach And Horses,"Burnhill Road, Beckenham",BR3 3LA,51.406166,-0.026682,Bromley
Conservative Club,"55 Croydon Road, Penge, London",SE20 7TG,51.411328,-0.054673,Bromley
Crooked Billet,"99 High Street, Penge, London",SE20 7DT,51.415743,-0.053019,Bromley
Crown And  Pepper,"The Tigers Head, 14 Masons Hill, Bromley",BR2 9JG,51.39562,0.024817,Bromley
Crown And Anchor,"The Crown And Anchor, 19 Park Road, Bromley",BR1 3HJ,51.40814,0.021602,Bromley
Crown Inn,"Crown Hotel, School Road, Chislehurst",BR7 5PQ,51.41066,0.072921,Bromley
Crown Inn - House Of Fusion,"The Crown Inn, Leaves Green Road, Keston",BR2 6DQ,51.343307,0.031627,Bromley
Croydon Rugby Club,"Croydon Rugby Football Club, 135 Addington Road, West Wickham",BR4 9BF,51.363991,-0.019287,Bromley
Crystal Palace Football Club (2010) Ltd,"Crystal Palace F.C. Training Ground, Copers Cope Road, Beckenham",BR3 1RJ,51.418291,-0.0322,Bromley
Crystal Palace Indoor Bowling,"183A Anerley Road, Penge, London",SE20 8EF,51.410749,-0.064778,Bromley
Cyphers Indoor Bowling Club,"Kings Hall Road, Beckenham",BR3 1LP,51.412405,-0.039974,Bromley
David Lloyd Leisure,"Stanhope Grove, Beckenham",BR3 3HL,51.395783,-0.035438,Bromley
Daylight Inn,"Station Square, Petts Wood, Orpington",BR5 1LZ,51.389002,0.075161,Bromley
Duke Youth Centre,"Park Road, Orpington",BR5 4AS,51.387588,0.114494,Bromley
Ex Blues Club,"118 Pickhurst Rise, West Wickham",BR4 0AW,51.378667,-0.006051,Bromley
Farnborough Sports Club,"Farrow Fields, High Street, Farnborough, Orpington",BR6 7BA,51.359229,0.069937,Bromley
Fitness First,"National Westminster Bank Sports Gr, Copers Cope Road, Beckenham",BR3 1NZ,51.420448,-0.030511,Bromley
Five Bells,"Church Road, Chelsfield, Orpington",BR6 7RE,51.35709,0.127539,Bromley
Flamingo Park Club,"Sidcup By Pass Road, Chislehurst",BR7 6HL,51.429594,0.08133,Bromley
Freelands Tavern,"31 Freelands Road, Bromley",BR1 3HZ,51.410624,0.024573,Bromley
George And Dragon,"26 High Street, Downe, Orpington",BR6 7UT,51.336214,0.053682,Bromley
Goals Soccer,"National Westminster Bank Sports Gr, Copers Cope Road, Beckenham",BR3 1NZ,51.420448,-0.030511,Bromley
Goals Soccer Centre  SEE NOTEPAD,"Goals Soccer Centre, Elmers End Road, Beckenham",BR3 4EJ,51.399949,-0.050713,Bromley
Goddington Park Pavillion,"Goddington Park, Goddington Lane, Orpington",BR6 9DH,51.364697,0.113209,Bromley
Goldsmiths Arms,"3 Croydon Road, Penge, London",SE20 7TJ,51.41294,-0.052635,Bromley
Grape & Grain,"Grape And Grain, 2 Anerley Hill, Anerley, London",SE19 2AA,51.419488,-0.077195,Bromley
Harvest Moon,"141 - 143 High Street, Orpington",BR6 0LQ,51.377851,0.101371,Bromley
